50	589.65	1426.95	899.04	1711.37	856.44	1530.42	1069.3		
100	761.8	1546.47	1082.15	1774.65	1034.21	1603.25	1124.9		
200	950.43	1646.6	1277.54	1829.57	1243.25	1671.24	1177.04		
400	1170.28	1763.32	1470.9	1901.6	1455.07	1798.81	1245.86		
800	1421.42	1874.09	1666.86	1979.74	1672.15	1904.14	1340.37		
